ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_PRICE,PRICE_USD
10246,0.3736263736263737,1.0,4,0.44608611193419145,2004-05-05,Shipped,2,5,2004,0,163,25,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,4000.0,2521.442
10259,0.2637362637362638,1.0,3,0.3834936073002286,2004-06-15,Shipped,2,6,2004,0,163,25,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Medium,3000.0,2193.6915
10271,0.4835164835164836,1.0,4,0.6387089753666547,2004-07-20,Shipped,3,7,2004,0,163,25,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Large,5000.0,3530.065
10282,0.18681318681318687,1.0,13,0.20267383886235016,2004-08-20,Shipped,3,8,2004,0,163,25,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2300.0,1246.87255
10292,0.21978021978021983,1.0,7,0.2994565708895223,2004-09-08,Shipped,3,9,2004,0,163,25,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Medium,2600.0,1753.6518999999998
10305,0.23076923076923078,1.0,4,0.2538338184810013,2004-10-13,Shipped,4,10,2004,0,163,25,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,1,Hernandez,Marta,Medium,2700.0,1514.7594000000001
10314,0.39560439560439564,1.0,13,0.38925508816845056,2004-10-22,Shipped,4,10,2004,0,163,25,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,1,Ibsen,Palle,Medium,4200.0,2223.8601000000003
10324,0.4505494505494506,1.0,8,0.4944844628977837,2004-11-05,Shipped,4,11,2004,0,163,25,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1,Frick,Michael,Large,4700.0,2774.86825
10336,0.4725274725274726,1.0,6,0.5131078101299421,2004-11-20,Shipped,4,11,2004,0,163,25,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,1,Bertrand,Marie,Large,4900.0,2872.3849
10349,0.3516483516483517,1.0,8,0.4586104949241471,2004-12-01,Shipped,4,12,2004,0,163,25,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,3800.0,2587.0229
10358,0.15384615384615385,1.0,10,0.14307162808891033,2004-12-10,Shipped,4,12,2004,0,163,25,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2000.0,934.78
10371,0.20879120879120883,1.0,7,0.15588349691596076,2005-01-23,Shipped,1,1,2005,0,163,25,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2500.0,1001.86625
10382,0.20879120879120883,0.8358862144420132,5,0.12630774807417575,2005-02-17,Shipped,1,2,2005,0,163,25,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2200.0,847.0
10412,0.38461538461538464,1.0,4,0.45812448945529893,2005-05-03,Shipped,2,5,2005,0,163,25,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,4100.0,2584.47805
10425,0.2417582417582418,1.0,3,0.3555641008862063,2005-05-31,In Process,2,5,2005,0,163,25,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Medium,2800.0,2047.4454
10100,0.4835164835164836,0.5596280087527352,2,0.2138034376247641,2003-01-06,Shipped,1,1,2003,6,60,26,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,1,Young,Valarie,Medium,3390.0,1305.15
10110,0.28571428571428575,0.31961159737417943,6,0.08278048066749652,2003-03-18,Shipped,1,3,2003,6,60,26,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Small,1608.0,619.08
10124,0.39560439560439564,0.36925601750547044,5,0.13093693178350774,2003-05-21,Shipped,2,5,2003,6,60,26,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,1,King,Sue,Small,2262.96,871.2396
10149,0.19780219780219782,0.4852297592997812,10,0.07459264874451038,2003-09-12,Shipped,3,9,2003,6,60,26,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,1,Taylor,Sue,Small,1496.6399999999999,576.2064
10162,0.23076923076923078,0.5845185995623633,8,0.10276037871663676,2003-10-18,Shipped,4,10,2003,6,60,26,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,1,Brown,Julie,Small,1879.7400000000002,723.6999000000001
10173,0.21978021978021983,0.41890043763676144,12,0.07449118315494752,2003-11-05,Shipped,4,11,2003,6,60,26,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Small,1495.26,575.6751
10182,0.3516483516483517,0.4686816192560175,9,0.13540288824006463,2003-11-12,Shipped,4,11,2003,6,60,26,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2323.7,894.6244999999999
10193,0.39560439560439564,0.4437910284463895,13,0.1477669850088268,2003-11-21,Shipped,4,11,2003,6,60,26,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,0,Connery,Sean,Small,2491.86,959.3661000000001
10204,0.18681318681318687,0.6094091903719913,3,0.08536270639608196,2003-12-02,Shipped,4,12,2003,6,60,26,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Small,1643.12,632.6012
10214,0.16483516483516486,0.4934354485776805,6,0.061763868985866145,2004-01-26,Shipped,1,1,2004,6,60,26,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,1,Sommer,Mart¡n,Small,1322.16,509.0316
10227,0.2417582417582418,0.32781728665207877,9,0.06923703023453992,2004-03-02,Shipped,1,3,2004,6,60,26,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Small,1423.8,548.163
10241,0.29670329670329676,0.625957330415755,1,0.14082541521851497,2004-04-13,Shipped,2,4,2004,6,60,26,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,1,Citeaux,Frederique,Small,2397.4500000000003,923.01825
10280,0.20879120879120883,0.4934354485776805,15,0.08028060382319402,2004-08-17,Shipped,3,8,2004,6,60,26,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,1,Accorti,Paolo,Small,1574.0,605.99
10288,0.2417582417582418,0.4768873085339168,4,0.09167710120163197,2004-09-01,Shipped,3,9,2004,6,60,26,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Small,1729.0,665.665
10303,0.43956043956043966,0.30306345733041573,2,0.13041342816199497,2004-10-06,Shipped,4,10,2004,6,60,26,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,1,Roel,Jose Pedro,Small,2255.84,868.4984000000001
10312,0.2637362637362638,0.4686816192560175,16,0.09943407199792362,2004-10-21,Shipped,4,10,2004,6,60,26,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,1834.5,706.2825
10332,0.3516483516483517,0.7846006564551422,9,0.19994382629679272,2004-11-17,Shipped,4,11,2004,6,60,26,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Medium,3201.5,1232.5775
10344,0.3736263736263737,0.4106947483588621,2,0.13192511839490262,2004-11-25,Shipped,4,11,2004,6,60,26,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,1,Lebihan,Laurence,Small,2276.3999999999996,876.4140000000001
10367,0.4285714285714286,1.0,4,0.6178129459798671,2005-01-12,Resolved,1,1,2005,6,60,26,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,1,Young,Julie,Large,4500.0,3420.6479999999997
10379,0.23076923076923078,0.3066192560175054,1,0.062421189544338625,2005-02-10,Shipped,1,2,2005,6,60,26,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1331.1,512.4735
10407,0.39560439560439564,0.625957330415755,1,0.18890025270813865,2005-04-22,On Hold,2,4,2005,6,60,26,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,1,Frick,Sue,Medium,3051.3,1174.7505
10420,0.3296703296703297,0.5017778993435449,4,0.1328162509641069,2005-05-29,In Process,2,5,2005,6,60,26,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,0,Huxley,Adrian,Small,2288.52,881.0802
10104,0.2527472527472528,1.0,12,0.2419351399600167,2003-01-31,Shipped,1,1,2003,5,122,27,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,2900.0,1452.45485
10114,0.3626373626373627,1.0,3,0.2707432795590217,2003-04-01,Shipped,2,4,2003,5,122,27,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,1,Bertrand,Marie,Medium,3900.0,1603.3017
10127,0.4285714285714286,1.0,14,0.4274657057336146,2003-06-03,Shipped,2,6,2003,5,122,27,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,4500.0,2423.94075
10141,0.4505494505494506,1.0,8,0.426856176938342,2003-08-01,Shipped,3,8,2003,5,122,27,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,1,Suominen,Kalle,Medium,4700.0,2420.7491
10151,0.4725274725274726,1.0,6,0.3625122879975766,2003-09-21,Shipped,3,9,2003,5,122,27,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,1,Koskitalo,Pirkko,Medium,4900.0,2083.8279
10165,0.43956043956043966,1.0,15,0.40453962929767434,2003-10-22,Shipped,4,10,2003,5,122,27,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Medium,4600.0,2303.8939
10175,0.46153846153846156,1.0,4,0.3976943782916577,2003-11-06,Shipped,4,11,2003,5,122,27,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,1,Brown,Ann,Medium,4800.0,2268.0504
10184,0.43956043956043966,1.0,9,0.40453962929767434,2003-11-14,Shipped,4,11,2003,5,122,27,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,1,Roel,Jose Pedro,Medium,4600.0,2303.8939
10195,0.3186813186813187,1.0,9,0.22984308861254632,2003-11-25,Shipped,4,11,2003,5,122,27,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,1,Frick,Steve,Medium,3500.0,1389.13775
10207,0.40659340659340665,1.0,10,0.38751105644060185,2003-12-09,Shipped,4,12,2003,5,122,27,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,1,Franco,Valarie,Medium,4300.0,2214.7279
10229,0.21978021978021983,1.0,4,0.2413991369542824,2004-03-11,Shipped,1,3,2004,5,122,27,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2600.0,1449.6482
10246,0.17582417582417587,0.975109409190372,8,0.12336377546106184,2004-05-05,Shipped,2,5,2004,5,122,27,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2159.96,831.5846
10259,0.3076923076923077,0.9919310722100656,7,0.21306376818200867,2004-06-15,Shipped,2,6,2004,5,122,27,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Medium,3379.94,1301.2769
10271,0.4835164835164836,1.0,8,0.3390546201032743,2004-07-20,Shipped,3,7,2004,5,122,27,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,5000.0,1960.9975
10281,0.46153846153846156,1.0,4,0.3890477454419525,2004-08-19,Shipped,3,8,2004,5,122,27,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,1,Yu,Kyung,Medium,4800.0,2222.7744
10292,0.38461538461538464,1.0,11,0.2975390182983632,2004-09-08,Shipped,3,9,2004,5,122,27,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Medium,4100.0,1743.6110999999999
10305,0.3296703296703297,1.0,8,0.3186570955695565,2004-10-13,Shipped,4,10,2004,5,122,27,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,1,Hernandez,Marta,Medium,3600.0,1854.1908
10313,0.2527472527472528,1.0,2,0.21577245826860003,2004-10-22,Shipped,4,10,2004,5,122,27,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Unknown,Vancouver,BC,V3F 2K1,Canada,1,Tannamuri,Yoshi,Medium,2900.0,1315.4603000000002
10324,0.29670329670329676,0.14496717724288832,10,0.05549064862245757,2004-11-05,Shipped,4,11,2004,5,122,27,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1,Frick,Michael,Small,1236.84,476.1834
10334,0.43956043956043966,1.0,6,0.39209318364462925,2004-11-19,On Hold,4,11,2004,5,122,27,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Unknown,Lule,Unknown,S-958 22,Sweden,1,Berglund,Christina,Medium,4600.0,2238.7210999999998
10349,0.3516483516483517,1.0,7,0.3486115022274638,2004-12-01,Shipped,4,12,2004,5,122,27,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,3800.0,2011.0397999999998
10358,0.15384615384615385,0.1304704595185996,11,0.01810719618959948,2004-12-10,Shipped,4,12,2004,5,122,27,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,728.4000000000001,280.434
10370,0.17582417582417587,1.0,5,0.2549043539766791,2005-01-20,Shipped,1,1,2005,5,122,27,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Medium,2200.0,1520.365
10383,0.23076923076923078,1.0,11,0.2471834108172612,2005-02-22,Shipped,1,2,2005,5,122,27,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,2700.0,1479.93615
10412,0.5494505494505495,0.975109409190372,8,0.3688016840346836,2005-05-03,Shipped,2,5,2005,5,122,27,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,5498.08,2116.7608
10425,0.3516483516483517,0.9919310722100656,7,0.2423005631340221,2005-05-31,In Process,2,5,2005,5,122,27,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Medium,3777.58,1454.3683
10101,0.20879120879120883,1.0,4,0.24262554712378143,2003-01-09,Shipped,1,1,2003,6,127,28,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,1,Keitel,Roland,Medium,2500.0,1456.07
10110,0.29670329670329676,1.0,4,0.2483370304551173,2003-03-18,Shipped,1,3,2003,6,127,28,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Medium,3300.0,1485.9768
10124,0.39560439560439564,1.0,3,0.2904055461973565,2003-05-21,Shipped,2,5,2003,6,127,28,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,1,King,Sue,Medium,4200.0,1706.2584000000002
10149,0.29670329670329676,1.0,8,0.32852793281507453,2003-09-12,Shipped,3,9,2003,6,127,28,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,1,Taylor,Sue,Medium,3300.0,1905.87705
10162,0.3516483516483517,1.0,6,0.2806898483677642,2003-10-18,Shipped,4,10,2003,6,127,28,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,1,Brown,Julie,Medium,3800.0,1655.3845
10173,0.27472527472527475,1.0,10,0.29488988410129796,2003-11-05,Shipped,4,11,2003,6,127,28,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Medium,3100.0,1729.73955
10182,0.15384615384615385,1.0,7,0.12719005754863547,2003-11-12,Shipped,4,11,2003,6,127,28,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2000.0,851.62
10193,0.41758241758241765,1.0,11,0.3059224288215213,2003-11-21,Shipped,4,11,2003,6,127,28,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,0,Connery,Sean,Medium,4400.0,1787.5088
10204,0.21978021978021983,1.0,1,0.2002982206023674,2003-12-02,Shipped,4,12,2003,6,127,28,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,2600.0,1234.4332000000002
10214,0.23076923076923078,1.0,4,0.2295548675175561,2004-01-26,Shipped,1,1,2004,6,127,28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,1,Sommer,Mart¡n,Medium,2700.0,1387.6285500000001
10227,0.43956043956043966,1.0,7,0.4805373558802618,2004-03-02,Shipped,1,3,2004,6,127,28,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Large,4600.0,2701.8376000000003
10243,0.4505494505494506,1.0,2,0.4170419545507685,2004-04-26,Shipped,2,4,2004,6,127,28,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,1,Franco,Valarie,Medium,4700.0,2369.3593
10280,0.3406593406593407,1.0,13,0.3138573320284957,2004-08-17,Shipped,3,8,2004,6,127,28,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,1,Accorti,Paolo,Medium,3700.0,1829.0580000000002
10288,0.27472527472527475,1.0,2,0.24563422243168903,2004-09-01,Shipped,3,9,2004,6,127,28,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Medium,3100.0,1471.8242
10304,0.19780219780219782,1.0,17,0.1440127581950007,2004-10-11,Shipped,4,10,2004,6,127,28,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Unknown,Versailles,Unknown,78000,France,1,Tonini,Daniel,Small,2400.0,939.7080000000001
10312,0.27472527472527475,1.0,14,0.3122809391007943,2004-10-21,Shipped,4,10,2004,6,127,28,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,3100.0,1820.8036
10322,0.4835164835164836,1.0,6,0.886307071636912,2004-11-04,Shipped,4,11,2004,6,127,28,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,1,Young,Valarie,Large,5000.0,4826.5525
10332,0.3186813186813187,0.5170951859956237,8,0.1310244274730583,2004-11-17,Shipped,4,11,2004,6,127,28,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Small,2264.15,871.69775
10344,0.2637362637362638,1.0,3,0.25337501755428227,2004-11-25,Shipped,4,11,2004,6,127,28,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,1,Lebihan,Laurence,Medium,3000.0,1512.357
10356,0.2527472527472528,1.0,3,0.23146580278765677,2004-12-09,Shipped,4,12,2004,6,127,28,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,1,Da Cunha,Daniel,Medium,2900.0,1397.6347
10367,0.23076923076923078,1.0,5,0.2730703707979092,2005-01-12,Resolved,1,1,2005,6,127,28,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,1,Young,Julie,Medium,2700.0,1615.48695
10380,0.3736263736263737,1.0,10,0.327150794777022,2005-02-16,Shipped,1,2,2005,6,127,28,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,4000.0,1898.6660000000002
10390,0.27472527472527475,0.986187089715536,16,0.19017886618820984,2005-03-04,Shipped,1,3,2005,6,127,28,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,3068.69,1181.4456500000001
10409,0.0,1.0,2,0.022315812382772318,2005-04-23,Shipped,2,4,2005,6,127,28,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Small,600.0,302.4714
10420,0.4285714285714286,1.0,2,0.33048886562206126,2005-05-29,In Process,2,5,2005,6,127,28,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,0,Huxley,Adrian,Medium,4500.0,1916.145
10103,0.17582417582417587,0.3721280087527352,2,0.052045230124692386,2003-01-29,Shipped,1,1,2003,5,60,29,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,1,Bergulfsen,Jonas,Small,1189.98,458.14230000000003
10114,0.4285714285714286,0.5715262582056893,6,0.19175672963170198,2003-04-01,Shipped,2,4,2003,5,60,29,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,1,Bertrand,Marie,Medium,3090.15,1189.70775
10126,0.40659340659340665,0.5216083150984682,2,0.17011882502847286,2003-05-28,Shipped,2,5,2003,5,60,29,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,1,Sommer,Mart¡n,Small,2795.8599999999997,1076.4061000000002
10140,0.43956043956043966,0.4801695842450766,2,0.17421274098996592,2003-07-24,Shipped,3,7,2003,5,60,29,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,1,Hirano,Juri,Small,2851.54,1097.8429
10151,0.3626373626373627,0.5798687089715536,9,0.16321181235924406,2003-09-21,Shipped,3,9,2003,5,60,29,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,1,Koskitalo,Pirkko,Small,2701.92,1040.2392
10165,0.27472527472527475,0.6047592997811816,18,0.12660920381128282,2003-10-22,Shipped,4,10,2003,5,60,29,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Small,2204.1,848.5785
10175,0.38461538461538464,0.5798687089715536,7,0.17339954575767225,2003-11-06,Shipped,4,11,2003,5,60,29,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,1,Brown,Ann,Small,2840.48,1093.5848
10184,0.41758241758241765,0.4551422319474835,12,0.15917671702938163,2003-11-14,Shipped,4,11,2003,5,60,29,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,1,Roel,Jose Pedro,Small,2647.04,1019.1104
10194,0.4285714285714286,0.5964168490153172,2,0.19777849179488954,2003-11-25,Shipped,4,11,2003,5,60,29,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Medium,3172.0499999999997,1221.23925
10207,0.3406593406593407,0.588211159737418,13,0.15468355603069553,2003-12-09,Shipped,4,12,2003,5,60,29,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,1,Franco,Valarie,Small,2585.93,995.58305
10217,0.3186813186813187,0.47182713347921224,2,0.12250646475504517,2004-02-04,Shipped,1,2,2004,5,60,29,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Small,2148.3,827.0955000000001
10229,0.2417582417582418,0.4467997811816192,7,0.08714791256607213,2004-03-11,Shipped,1,3,2004,5,60,29,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,1667.3999999999999,641.9490000000001
10246,0.2637362637362638,0.4801695842450766,11,0.10128692189428903,2004-05-05,Shipped,2,5,2004,5,60,29,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1859.7,715.9845
10259,0.2637362637362638,0.3055251641137855,10,0.07311919192216265,2004-06-15,Shipped,2,6,2004,5,60,29,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Small,1476.6,568.491
